iso3,year,category,category_name,type,type_name,value,data_type,units,source,variable
ESP,2018,C,Ambiguous,C1,Fisher assistance,3622852.512,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ESP,2018,C,Ambiguous,C2,Vessel buyback programs,7000077.798,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ESP,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,A,Beneficial,A1,Fisheries management,2846303.092,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,A,Beneficial,A2,Fishery research and development,211365.6744,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,A,Beneficial,A3,Marine protected areas,45726485.06,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,B,Capacity-enhancing,B1,Boat construction and renovation,332905.6901,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,841097.4317,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,B,Capacity-enhancing,B6,Fishing access agreements,289083.83,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,B,Capacity-enhancing,B7,Fuel subsidies,34609526.81,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,C,Ambiguous,C1,Fisher assistance,653478.2843,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,C,Ambiguous,C2,Vessel buyback programs,242586.7221,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
EST,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,A,Beneficial,A1,Fisheries management,3367746.519,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,A,Beneficial,A2,Fishery research and development,274690.0084,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,A,Beneficial,A3,Marine protected areas,68029176.05,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,B,Capacity-enhancing,B1,Boat construction and renovation,1169135.033,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,B,Capacity-enhancing,B2,Fisheries development projects,752063.4617,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,B,Capacity-enhancing,B3,Fishing port development,274690.0084,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,563673.075,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,4070845.651,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,B,Capacity-enhancing,B6,Fishing access agreements,164441.84,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,B,Capacity-enhancing,B7,Fuel subsidies,5560472.756,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,C,Ambiguous,C1,Fisher assistance,782253.3185,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,C,Ambiguous,C2,Vessel buyback programs,28586.11633,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FIN,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,A,Beneficial,A1,Fisheries management,13292325.35,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,A,Beneficial,A3,Marine protected areas,21420911.46,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,B,Capacity-enhancing,B1,Boat construction and renovation,1795164.478,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,B,Capacity-enhancing,B2,Fisheries development projects,5309747.58,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,4032921.305,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,6250635.984,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,B,Capacity-enhancing,B6,Fishing access agreements,216026.71,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,B,Capacity-enhancing,B7,Fuel subsidies,7198192.866,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FJI,2018,C,Ambiguous,C3,Rural fisher communities,1665754.406,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,A,Beneficial,A1,Fisheries management,17355699.94,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,A,Beneficial,A2,Fishery research and development,5519224.015,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,A,Beneficial,A3,Marine protected areas,107992258.6,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,B,Capacity-enhancing,B1,Boat construction and renovation,3207366.134,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,B,Capacity-enhancing,B2,Fisheries development projects,5654749.573,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,B,Capacity-enhancing,B3,Fishing port development,40837845.26,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,8269915.73,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,3382038.45,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,B,Capacity-enhancing,B6,Fishing access agreements,14783246.57,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,B,Capacity-enhancing,B7,Fuel subsidies,87393045.88,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,C,Ambiguous,C1,Fisher assistance,37455212.07,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,C,Ambiguous,C2,Vessel buyback programs,984896.607,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FRA,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,A,Beneficial,A1,Fisheries management,1944724.765,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,A,Beneficial,A2,Fishery research and development,959465.2049,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,B,Capacity-enhancing,B1,Boat construction and renovation,406750.3119,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,B,Capacity-enhancing,B2,Fisheries development projects,2126635.412,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,B,Capacity-enhancing,B3,Fishing port development,3984136.3,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,552077.4232,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,B,Capacity-enhancing,B6,Fishing access agreements,1650680.35,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
FSM,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,A,Beneficial,A1,Fisheries management,19147680.71,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,A,Beneficial,A2,Fishery research and development,4486358.331,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,A,Beneficial,A3,Marine protected areas,12007262.61,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,B,Capacity-enhancing,B1,Boat construction and renovation,1733674.407,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,B,Capacity-enhancing,B2,Fisheries development projects,5127871.903,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,3894780.973,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,6036531.899,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,B,Capacity-enhancing,B6,Fishing access agreements,24940.23,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,B,Capacity-enhancing,B7,Fuel subsidies,7429373.573,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GAB,2018,C,Ambiguous,C3,Rural fisher communities,2399530.004,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,A,Beneficial,A1,Fisheries management,27850200.86,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,A,Beneficial,A2,Fishery research and development,2331460.224,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,A,Beneficial,A3,Marine protected areas,230078592.9,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,B,Capacity-enhancing,B1,Boat construction and renovation,552703.6406,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,B,Capacity-enhancing,B2,Fisheries development projects,7103821.978,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,B,Capacity-enhancing,B3,Fishing port development,2760246.86,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,7237121.591,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,B,Capacity-enhancing,B6,Fishing access agreements,2950640.49,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,B,Capacity-enhancing,B7,Fuel subsidies,64386296.09,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,C,Ambiguous,C1,Fisher assistance,2358501.778,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,C,Ambiguous,C2,Vessel buyback programs,16345552.27,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GBR,2018,C,Ambiguous,C3,Rural fisher communities,6230662.501,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,A,Beneficial,A1,Fisheries management,9901778.994,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,A,Beneficial,A2,Fishery research and development,2320016.161,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,A,Beneficial,A3,Marine protected areas,492877.8627,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,B,Capacity-enhancing,B2,Fisheries development projects,1354512.457,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1028795.073,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,B,Capacity-enhancing,B6,Fishing access agreements,55214.75,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GEO,2018,C,Ambiguous,C3,Rural fisher communities,1240861.29,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,A,Beneficial,A1,Fisheries management,5107681.32,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,A,Beneficial,A2,Fishery research and development,2397032.108,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,A,Beneficial,A3,Marine protected areas,474609.9589,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,B,Capacity-enhancing,B1,Boat construction and renovation,4693988.198,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,B,Capacity-enhancing,B2,Fisheries development projects,474609.9589,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,B,Capacity-enhancing,B2,Fisheries development projects,34442052.79,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,B,Capacity-enhancing,B3,Fishing port development,28594862.56,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,296819.0076,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,3790718.998,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,B,Capacity-enhancing,B6,Fishing access agreements,2053122.88,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,B,Capacity-enhancing,B7,Fuel subsidies,63219653.83,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,C,Ambiguous,C1,Fisher assistance,1045460.346,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GHA,2018,C,Ambiguous,C3,Rural fisher communities,474609.9589,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,A,Beneficial,A1,Fisheries management,1334303.946,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,A,Beneficial,A2,Fishery research and development,38000,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,A,Beneficial,A3,Marine protected areas,1067840.652,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,B,Capacity-enhancing,B1,Boat construction and renovation,175000,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,B,Capacity-enhancing,B2,Fisheries development projects,11658575.83,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,B,Capacity-enhancing,B3,Fishing port development,1123156.633,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,703850.6207,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,2154352.98,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,B,Capacity-enhancing,B6,Fishing access agreements,705379.22,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,C,Ambiguous,C1,Fisher assistance,16890.61528,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GIN,2018,C,Ambiguous,C3,Rural fisher communities,150000,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,A,Beneficial,A1,Fisheries management,1085070.818,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,A,Beneficial,A2,Fishery research and development,1244210.96,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,A,Beneficial,A3,Marine protected areas,232967.7543,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,B,Capacity-enhancing,B2,Fisheries development projects,5152611.661,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,B,Capacity-enhancing,B3,Fishing port development,4277858.326,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,7284018.723,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,858149.0953,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,B,Capacity-enhancing,B6,Fishing access agreements,16465.68,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GMB,2018,C,Ambiguous,C3,Rural fisher communities,640119.9899,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,A,Beneficial,A1,Fisheries management,2831394.736,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,A,Beneficial,A2,Fishery research and development,61420.47523,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,A,Beneficial,A3,Marine protected areas,2620727.204,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,B,Capacity-enhancing,B2,Fisheries development projects,91002.74705,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNB,2018,C,Ambiguous,C3,Rural fisher communities,2779096.15,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,A,Beneficial,A1,Fisheries management,175989.1871,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,A,Beneficial,A3,Marine protected areas,1481876.091,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,B,Capacity-enhancing,B2,Fisheries development projects,135775.6578,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,883872.2542,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,B,Capacity-enhancing,B6,Fishing access agreements,15258.23,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,C,Ambiguous,C1,Fisher assistance,545566.48,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GNQ,2018,C,Ambiguous,C3,Rural fisher communities,703956.7484,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,A,Beneficial,A1,Fisheries management,5672223.553,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,A,Beneficial,A2,Fishery research and development,18576451.49,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,A,Beneficial,A3,Marine protected areas,40727603.2,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,B,Capacity-enhancing,B1,Boat construction and renovation,10978433.28,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,B,Capacity-enhancing,B2,Fisheries development projects,555270.12990000006,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,B,Capacity-enhancing,B3,Fishing port development,3334540.538,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,225469.23,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,38226129.65,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,B,Capacity-enhancing,B6,Fishing access agreements,3851613.15,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,B,Capacity-enhancing,B7,Fuel subsidies,87456111.42,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,C,Ambiguous,C1,Fisher assistance,7345529.489,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,C,Ambiguous,C2,Vessel buyback programs,2428444.525,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRC,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,A,Beneficial,A1,Fisheries management,435003.55,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,A,Beneficial,A2,Fishery research and development,101922.6208,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,A,Beneficial,A3,Marine protected areas,711462.2905,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,B,Capacity-enhancing,B2,Fisheries development projects,208505.8053,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,B,Capacity-enhancing,B3,Fishing port development,121473.9606,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,158366.7569,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,B,Capacity-enhancing,B6,Fishing access agreements,104324.85,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,B,Capacity-enhancing,B7,Fuel subsidies,1182511.559,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GRD,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
GTM,2018,A,Beneficial,A1,Fisheries management,2482618.247,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
